STATE,YEAR,MONTH,Coal,Geothermal,Hydroelectric Conventional,Natural Gas,Nuclear,Other,Other Biomass,Other Gases,Petroleum,Pumped Storage,Solar Thermal and Photovoltaic,Total,Wind,Wood and Wood Derived Fuels,Total_Generation_MWh,Renewable_Generation_MWh,Fossil_Generation_MWh,Nuclear_Generation_MWh,Renewable_Share_Pct,Fossil_Share_Pct,Nuclear_Share_Pct,Total_Consumption_MWh,Avg_Temp_F,Real_GDP_Millions,GDP_Growth_Rate_Annual,Has_RPS,RPS_Target_Pct,RPS_Implementation_Year,Years_Since_RPS,CO2_Intensity_Tons_per_MWh,date,High_Demand_Month,Temp_Extreme,Fossil_Intensity,CO2_Emissions_Tons_Proxy,CO2_Intensity_Proxy,CO2_Intensity_Combined,High_Fossil_Backup
AR,2016,8,2605526.0,0.0,236980.0,2222492.0,1359698.0,129.0,10332.0,0.0,1587.0,2626.0,2102.0,6548623.0,0.0,107150.0,6545996.0,356564.0,4829605.0,1359698.0,5.447054963064444,73.77952873787274,20.771445628747713,34947368.0,81.0,110.3869882207369,1.2259734481345985,0,0.0,,0.0,0.557825,2016-08-01,1,1,73.77952873787274,3918085.5049999994,0.5985468834689174,0.557825,0
AR,2016,9,2878066.0,0.0,271231.0,1195515.0,1076184.0,448.0,10205.0,0.0,1851.0,4291.0,2818.0,5539346.0,0.0,98736.0,5535054.0,382990.0,4075432.0,1076184.0,6.91935435498913,73.62948943226209,19.44306234410721,20856310.0,77.9,110.3869882207369,1.2259734481345985,0,0.0,,0.0,0.557825,2016-09-01,0,1,73.62948943226209,3754974.23,0.6783988430826511,0.557825,0
AR,2016,10,2368408.0,0.0,241356.0,1228382.0,78277.0,544.0,7626.0,0.0,886.0,601.0,2823.0,4030080.0,0.0,101176.0,4029478.0,352981.0,3597676.0,78277.0,8.759968412782003,89.28392213582008,1.9426089433916751,20388758.0,71.4,110.3869882207369,1.2259734481345985,0,0.0,,0.0,0.557825,2016-10-01,0,1,89.28392213582008,3200632.32,0.7943044533311758,0.557825,1
AR,2016,11,1541809.0,0.0,107665.0,1520368.0,708685.0,264.0,10551.0,0.0,6993.0,239.0,2345.0,4011801.0,0.0,112881.0,4011561.0,233442.0,3069170.0,708685.0,5.819230967695618,76.50812239923562,17.666065653744266,22825572.0,61.4,110.3869882207369,1.2259734481345985,0,0.0,,0.0,0.557825,2016-11-01,0,0,76.50812239923562,2418332.02,0.6028406448262909,0.557825,0
AR,2016,12,2896882.0,0.0,135397.0,950175.0,1049500.0,1229.0,10136.0,0.0,6233.0,167.0,2372.0,5170141.0,0.0,118050.0,5169974.0,265955.0,3853290.0,1049500.0,5.144223162437568,74.53209629294074,20.29990866491785,17020408.0,49.1,110.3869882207369,1.2259734481345985,0,0.0,,0.0,0.557825,2016-12-01,1,0,74.53209629294074,3668991.2,0.709673046711647,0.557825,0
AR,2017,1,3078044.0,0.0,263768.0,815022.0,1279925.0,406.0,10113.0,0.0,4999.0,1062.0,1415.0,5571150.0,0.0,116395.0,5570087.0,391691.0,3898065.0,1279925.0,7.032044562320122,69.98212056651897,22.978545936535642,14912778.0,43.8,111.13519603955785,0.6778043598080652,0,0.0,,0.0,,2017-01-01,1,0,69.98212056651897,3808178.0050000004,0.6836837566450937,0.6836837566450937,0
AR,2017,2,1862418.0,0.0,234531.0,978469.0,1192231.0,455.0,7462.0,0.0,8342.0,-63.0,1585.0,4387967.0,0.0,102538.0,4388031.0,346116.0,2849229.0,1192231.0,7.887729143207968,64.9318338908727,27.170067850477814,16127596.0,48.8,111.13519603955785,0.6778043598080652,0,0.0,,0.0,,2017-02-01,1,0,64.9318338908727,2530683.695,0.5767242061416612,0.5767242061416612,0
AR,2017,3,1242143.0,0.0,295986.0,1508321.0,951634.0,379.0,9744.0,0.0,324.0,-85.0,2695.0,4115896.0,0.0,104754.0,4115980.0,413179.0,2750788.0,951634.0,10.038411265360862,66.8319088042216,23.120471916773162,22755744.0,54.1,111.13519603955785,0.6778043598080652,0,0.0,,0.0,,2017-03-01,0,0,66.8319088042216,2071620.56,0.5033116195899883,0.5033116195899883,0
AR,2017,4,1596620.0,0.0,294821.0,1657619.0,517508.0,306.0,11591.0,0.0,1432.0,5195.0,3017.0,4193292.0,0.0,105183.0,4188097.0,414612.0,3255671.0,517508.0,9.899770707316472,77.73628452254091,12.35663834911178,25546140.0,59.9,111.13519603955785,0.6778043598080652,0,0.0,,0.0,,2017-04-01,0,0,77.73628452254091,2535973.0250000004,0.6055191713563465,0.6055191713563465,0
AR,2017,5,1551165.0,0.0,311169.0,1625879.0,215385.0,723.0,12026.0,0.0,7258.0,9604.0,3425.0,3838248.0,0.0,101613.0,3828643.0,428233.0,3184302.0,215385.0,11.184981206134916,83.17051237213812,5.625622446386356,25270410.0,65.9,111.13519603955785,0.6778043598080652,0,0.0,,0.0,,2017-05-01,0,0,83.17051237213812,2477053.69,0.6469795407929128,0.6469795407929128,0
AR,2017,6,2272305.0,0.0,305867.0,1661581.0,603705.0,470.0,9924.0,0.0,5724.0,-9.0,3287.0,4977735.0,0.0,114880.0,4977743.0,433958.0,3939610.0,603705.0,8.717967159011625,79.14450384441302,12.128086966321886,26675338.0,71.6,111.13519603955785,0.6778043598080652,0,0.0,,0.0,,2017-06-01,1,1,79.14450384441302,3295735.49,0.6620943447662927,0.6620943447662927,0
AR,2017,7,2834049.0,0.0,255591.0,2159720.0,1136533.0,437.0,8387.0,0.0,4129.0,199.0,3460.0,6515872.0,0.0,113367.0,6515673.0,380805.0,4997898.0,1136533.0,5.844446153144886,76.70578311710855,17.443063824719257,34660260.0,78.0,111.13519603955785,0.6778043598080652,0,0.0,,0.0,,2017-07-01,1,1,76.70578311710855,4147034.6199999996,0.6364706485423685,0.6364706485423685,0
AR,2017,8,3010130.0,0.0,208384.0,1511995.0,1364011.0,38.0,6330.0,0.0,1268.0,2393.0,2556.0,6219855.0,0.0,112750.0,6217462.0,330020.0,4523393.0,1364011.0,5.307953631240529,72.75304617864975,21.93838900824806,24928176.0,78.8,111.13519603955785,0.6778043598080652,0,0.0,,0.0,,2017-08-01,1,1,72.75304617864975,4045603.095,0.6506840082014173,0.6506840082014173,0
AR,2017,9,2447755.0,0.0,188523.0,1446693.0,1324909.0,0.0,5970.0,0.0,1564.0,1437.0,3206.0,5526926.0,0.0,106869.0,5525489.0,304568.0,3896012.0,1324909.0,5.512055132134007,70.50981370155654,23.978131166309442,23570282.0,75.0,111.13519603955785,0.6778043598080652,0,0.0,,0.0,,2017-09-01,0,1,70.50981370155654,3389157.8000000003,0.61336793901861,0.61336793901861,0
AR,2017,10,1755421.0,0.0,169366.0,1422906.0,1378210.0,79.0,5298.0,0.0,5811.0,201.0,2744.0,4857349.0,0.0,117314.0,4857149.0,294722.0,3184138.0,1378210.0,6.067798208372855,65.55569944426247,28.37487587883345,21920276.0,68.0,111.13519603955785,0.6778043598080652,0,0.0,,0.0,,2017-10-01,0,1,65.55569944426247,2610905.36,0.5375386589952253,0.5375386589952253,0
AR,2017,11,2050154.0,0.0,191533.0,799367.0,1339682.0,362.0,7650.0,0.0,2507.0,323.0,1718.0,4512219.0,0.0,118922.0,4511895.0,319823.0,2852028.0,1339682.0,7.088440666283235,63.21131143344426,29.69222466391616,13465598.0,58.3,111.13519603955785,0.6778043598080652,0,0.0,,0.0,,2017-11-01,0,0,63.21131143344426,2652303.65,0.5878469357110482,0.5878469357110482,0
AR,2017,12,2585229.0,0.0,223769.0,1726799.0,1387346.0,430.0,10605.0,0.0,5621.0,229.0,1703.0,6058707.0,0.0,116978.0,6058480.0,353055.0,4317649.0,1387346.0,5.827451770080945,71.26620868600705,22.899242054112584,27586530.0,48.0,111.13519603955785,0.6778043598080652,0,0.0,,0.0,,2017-12-01,1,0,71.26620868600705,3674210.245,0.6064574356934412,0.6064574356934412,0
AR,2018,1,2927059.0,0.0,268539.0,1587461.0,1374056.0,114.0,8385.0,0.0,5350.0,1745.0,13348.0,6293817.0,0.0,107759.0,6292071.0,398031.0,4519870.0,1374056.0,6.3259139955668005,71.83437694838473,21.837897251954086,25982902.0,39.0,113.35008175023921,1.9929651358089773,0,0.0,,0.0,0.605666,2018-01-01,1,1,71.83437694838473,3991663.29,0.6343957800221899,0.605666,0
AR,2018,2,1762332.0,0.0,266401.0,1572428.0,1251706.0,780.0,7161.0,0.0,4626.0,275.0,9412.0,4987436.0,0.0,112315.0,4987161.0,395289.0,3339386.0,1251706.0,7.92613272360768,66.95965901241208,25.098568103175335,24120446.0,40.8,113.35008175023921,1.9929651358089773,0,0.0,,0.0,0.605666,2018-02-01,1,0,66.95965901241208,2685381.61,0.5384589769610405,0.605666,0
AR,2018,3,1365058.0,0.0,272827.0,1799999.0,1214195.0,598.0,7593.0,0.0,4736.0,10243.0,20081.0,4813650.0,0.0,118319.0,4803406.0,418820.0,3169793.0,1214195.0,8.719229646629913,65.99052838756499,25.277792466429027,27467612.0,49.9,113.35008175023921,1.9929651358089773,0,0.0,,0.0,0.605666,2018-03-01,0,0,65.99052838756499,2346083.0549999997,0.4884207279168156,0.605666,0
AR,2018,4,1808137.0,0.0,286109.0,1873298.0,722323.0,625.0,6875.0,0.0,3330.0,12672.0,19519.0,4847484.0,0.0,114596.0,4834812.0,427099.0,3684765.0,722323.0,8.8338284921937,76.21320125787724,14.940043170241161,28354650.0,54.6,113.35008175023921,1.9929651358089773,0,0.0,,0.0,0.605666,2018-04-01,0,0,76.21320125787724,2871969.795,0.594018918419165,0.605666,0
AR,2018,5,2075047.0,0.0,320084.0,2047494.0,841725.0,307.0,3817.0,0.0,2913.0,2268.0,22611.0,5432791.0,0.0,116525.0,5430523.0,463037.0,4125454.0,841725.0,8.52656364773706,75.96789480497551,15.49988831646602,32675842.0,65.1,113.35008175023921,1.9929651358089773,0,0.0,,0.0,0.605666,2018-05-01,0,0,75.96789480497551,3248389.52,0.598172500144093,0.605666,0
AR,2018,6,2882649.0,0.0,293255.0,2179539.0,1025537.0,1116.0,3254.0,0.0,2057.0,1010.0,22503.0,6519371.0,0.0,108451.0,6518361.0,427463.0,5064245.0,1025537.0,6.557829491186512,77.69199956860321,15.73305007194293,35424484.0,77.6,113.35008175023921,1.9929651358089773,0,0.0,,0.0,0.605666,2018-06-01,1,1,77.69199956860321,4208034.585,0.6455663601632373,0.605666,0
AR,2018,7,3122926.0,0.0,256456.0,2364141.0,1289468.0,695.0,3287.0,0.0,1508.0,643.0,21610.0,7175868.0,0.0,115134.0,7175225.0,396487.0,5488575.0,1289468.0,5.525777937277229,76.49342006696655,17.97111588835193,38611038.0,80.9,113.35008175023921,1.9929651358089773,0,0.0,,0.0,0.605666,2018-07-01,1,1,76.49342006696655,4559352.664999999,0.6354299224066143,0.605666,0
AR,2018,8,3075046.0,0.0,223762.0,2152983.0,1315837.0,469.0,3718.0,0.0,2727.0,1124.0,21605.0,6909439.0,0.0,112168.0,6908315.0,361253.0,5230756.0,1315837.0,5.229249100540436,75.71681372375174,19.04714825539947,34534110.0,80.3,113.35008175023921,1.9929651358089773,0,0.0,,0.0,0.605666,2018-08-01,1,1,75.71681372375174,4411187.81,0.6385331025003926,0.605666,0
AR,2018,9,2640213.0,0.0,187323.0,1487181.0,952746.0,191.0,7253.0,0.0,2272.0,755.0,16117.0,5361615.0,0.0,67563.0,5360859.0,278256.0,4129666.0,952746.0,5.190511446020125,77.033661956041,17.77226373609155,25048686.0,76.9,113.35008175023921,1.9929651358089773,0,0.0,,0.0,0.605666,2018-09-01,0,1,77.033661956041,3622924.5300000003,0.675810449407455,0.605666,0
AR,2018,10,2440207.0,0.0,183651.0,1830754.0,632419.0,153.0,7320.0,0.0,3235.0,673.0,14600.0,5208907.0,0.0,95896.0,5208235.0,301467.0,4274196.0,632419.0,5.788275682644888,82.06611260820604,12.142674053686134,28570632.0,68.8,113.35008175023921,1.9929651358089773,0,0.0,,0.0,0.605666,2018-10-01,0,1,82.06611260820604,3557269.15,0.6830085720018394,0.605666,0
AR,2018,11,2886556.0,0.0,217208.0,978480.0,811046.0,39.0,7976.0,0.0,1364.0,1821.0,11756.0,5013666.0,0.0,97420.0,5011845.0,334360.0,3866400.0,811046.0,6.67139546414544,77.14524291952365,16.18258345978377,17005090.0,54.2,113.35008175023921,1.9929651358089773,0,0.0,,0.0,0.605666,2018-11-01,0,0,77.14524291952365,3665171.0,0.7313017461633391,0.605666,0
AR,2018,12,3010869.0,0.0,233159.0,749948.0,1289760.0,0.0,8312.0,0.0,1398.0,7016.0,10251.0,5435307.0,0.0,124594.0,5428291.0,376316.0,3762215.0,1289760.0,6.932494960200181,69.30754080796332,23.759964231836502,14038034.0,45.0,113.35008175023921,1.9929651358089773,0,0.0,,0.0,0.605666,2018-12-01,1,0,69.30754080796332,3699834.145,0.6815836043056646,0.605666,0
AR,2019,1,2749545.0,0.0,383629.0,1366888.0,1389566.0,0.0,9309.0,0.0,5662.0,4741.0,10885.0,6039707.0,0.0,119482.0,6034966.0,523305.0,4122095.0,1389566.0,8.671217037511065,68.30353311021139,23.025249852277543,23050352.0,42.5,114.13416552071561,0.6917363961007839,0,0.0,,0.0,0.5607245000000001,2019-01-01,1,0,68.30353311021139,3693706.7449999996,0.6120509618446897,0.5607245000000001,0
AR,2019,2,1686728.0,0.0,625269.0,1839317.0,1243888.0,405.0,7637.0,0.0,2402.0,2169.0,9094.0,5525769.0,0.0,108860.0,5523600.0,750860.0,3528447.0,1243888.0,13.593670794409443,63.879480773408645,22.519516257513217,27916848.0,43.4,114.13416552071561,0.6917363961007839,0,0.0,,0.0,0.5607245000000001,2019-02-01,1,0,63.879480773408645,2720149.085,0.4924594621261496,0.5607245000000001,0
AR,2019,3,1801010.0,0.0,233961.0,1556685.0,1364841.0,896.0,5861.0,0.0,4616.0,14623.0,17489.0,5121214.0,0.0,121231.0,5106590.0,378542.0,3362311.0,1364841.0,7.412813638847059,65.84258771508972,26.72705269073883,23971220.0,47.4,114.13416552071561,0.6917363961007839,0,0.0,,0.0,0.5607245000000001,2019-03-01,0,0,65.84258771508972,2721333.865,0.5329062769871872,0.5607245000000001,0
AR,2019,4,824190.0,0.0,452957.0,1381815.0,1332697.0,468.0,6829.0,0.0,3719.0,6466.0,18318.0,4141019.0,0.0,113559.0,4134552.0,591663.0,2209724.0,1332697.0,14.31020821602921,53.44530677084241,32.233165769834315,20226982.0,54.8,114.13416552071561,0.6917363961007839,0,0.0,,0.0,0.5607245000000001,2019-04-01,0,0,53.44530677084241,1551658.4100000001,0.3752905780360243,0.5607245000000001,0
AR,2019,5,1678885.0,0.0,528193.0,1640178.0,1200079.0,109.0,8904.0,0.0,6342.0,9567.0,20206.0,5203857.0,0.0,111393.0,5194289.0,668696.0,3325405.0,1200079.0,12.873677225121668,64.02040779787185,23.103816518487903,25903658.0,65.7,114.13416552071561,0.6917363961007839,0,0.0,,0.0,0.5607245000000001,2019-05-01,0,0,64.02040779787185,2624991.9949999996,0.5053611755141079,0.5607245000000001,0
AR,2019,6,2213627.0,0.0,319899.0,2160091.0,596530.0,296.0,9031.0,0.0,2821.0,6483.0,21499.0,5442809.0,0.0,112531.0,5436325.0,462960.0,4376539.0,596530.0,8.516047145820016,80.50547014757213,10.973037851857642,33763244.0,73.1,114.13416552071561,0.6917363961007839,0,0.0,,0.0,0.5607245000000001,2019-06-01,1,1,80.50547014757213,3454039.875,0.6353630209746474,0.5607245000000001,0
AR,2019,7,2382813.0,0.0,512648.0,2343742.0,660202.0,548.0,8318.0,0.0,3331.0,2416.0,25242.0,6056266.0,0.0,117005.0,6053849.0,663213.0,4729886.0,660202.0,10.95522864874892,78.13022756266302,10.905491696274552,36956822.0,77.3,114.13416552071561,0.6917363961007839,0,0.0,,0.0,0.5607245000000001,2019-07-01,1,1,78.13022756266302,3726786.6200000006,0.6156061408204929,0.5607245000000001,0
AR,2019,8,2299230.0,0.0,228346.0,2483136.0,1352797.0,-115.0,8848.0,0.0,1587.0,2495.0,23907.0,6500754.0,0.0,100521.0,6498257.0,361622.0,4783953.0,1352797.0,5.564907636001469,73.61901814594283,20.817843923378224,38740192.0,79.6,114.13416552071561,0.6917363961007839,0,0.0,,0.0,0.5607245000000001,2019-08-01,1,1,73.61901814594283,3695158.485,0.5686384033441583,0.5607245000000001,0
AR,2019,9,2462343.0,0.0,242255.0,1946391.0,1309963.0,425.0,6069.0,0.0,1988.0,930.0,22143.0,6093116.0,0.0,100608.0,6092185.0,371075.0,4410722.0,1309963.0,6.0910001912285985,72.39967269542865,21.50235096274982,31262792.0,80.0,114.13416552071561,0.6917363961007839,0,0.0,,0.0,0.5607245000000001,2019-09-01,0,1,72.39967269542865,3633237.57,0.5963767630168815,0.5607245000000001,0
AR,2019,10,1427373.0,0.0,227410.0,2097929.0,826357.0,393.0,8360.0,0.0,3462.0,67.0,16704.0,4689230.0,0.0,81175.0,4689163.0,333649.0,3528764.0,826357.0,7.115321007181878,75.25360069590245,17.622697270280433,31729844.0,70.2,114.13416552071561,0.6917363961007839,0,0.0,,0.0,0.5607245000000001,2019-10-01,0,1,75.25360069590245,2549765.6199999996,0.5437570884185514,0.5607245000000001,0
AR,2019,11,1941274.0,0.0,209865.0,1447320.0,910614.0,529.0,5953.0,0.0,7539.0,406.0,13609.0,4610317.0,0.0,73208.0,4609911.0,302635.0,3396133.0,910614.0,6.564877282880298,73.67025090072238,19.753396540627357,22866720.0,53.6,114.13416552071561,0.6917363961007839,0,0.0,,0.0,0.5607245000000001,2019-11-01,0,0,73.67025090072238,2831080.145,0.6141290243998203,0.5607245000000001,0
AR,2019,12,1846183.0,0.0,170264.0,1508906.0,1387413.0,885.0,7964.0,0.0,3673.0,359.0,11236.0,5018841.0,0.0,81958.0,5018482.0,271422.0,3358762.0,1387413.0,5.408448212029056,66.92784790301131,27.646069070288586,23122116.0,46.0,114.13416552071561,0.6917363961007839,0,0.0,,0.0,0.5607245000000001,2019-12-01,1,0,66.92784790301131,2748958.02,0.5477668386575861,0.5607245000000001,0
AR,2020,1,854701.0,0.0,231354.0,1873596.0,1385498.0,513.0,7676.0,0.0,1794.0,1123.0,10565.0,4446681.0,0.0,79861.0,4445558.0,329456.0,2730091.0,1385498.0,7.41090319820369,61.41166080838446,31.165896384660822,27500868.0,44.8,115.1693667942707,0.9070038483500298,0,0.0,,0.0,0.473003,2020-01-01,1,0,61.41166080838446,1807388.405,0.4065605273848637,0.473003,0
AR,2020,2,880204.0,0.0,491503.0,1409791.0,1298300.0,1052.0,5875.0,0.0,4665.0,15819.0,13569.0,4201037.0,0.0,80259.0,4185218.0,591206.0,2294660.0,1298300.0,14.126050303711779,54.82772940382078,31.02108420636631,20654628.0,44.2,115.1693667942707,0.9070038483500298,0,0.0,,0.0,0.473003,2020-02-01,1,0,54.82772940382078,1627850.59,0.3889524010457759,0.473003,0
AR,2020,3,1387762.0,0.0,452612.0,1519591.0,942612.0,380.0,7555.0,0.0,2084.0,6017.0,14050.0,4403272.0,0.0,70609.0,4397255.0,544826.0,2909437.0,942612.0,12.390138847985845,66.1648460232577,21.436373373843452,22782412.0,50.5,115.1693667942707,0.9070038483500298,0,0.0,,0.0,0.473003,2020-03-01,0,0,66.1648460232577,2240987.995,0.509633395152203,0.473003,0
AR,2020,4,718318.0,0.0,554115.0,1065647.0,791161.0,24.0,6867.0,0.0,7329.0,9786.0,18549.0,3235428.0,0.0,63633.0,3225643.0,643164.0,1791294.0,791161.0,19.939094313908885,55.53292785345434,24.52723379493639,16020952.0,57.6,115.1693667942707,0.9070038483500298,0,0.0,,0.0,0.473003,2020-04-01,0,0,55.53292785345434,1293599.34,0.40103611589999266,0.473003,0
AR,2020,5,774484.0,0.0,604897.0,1239385.0,1362478.0,370.0,7778.0,0.0,-1277.0,12140.0,24636.0,4094709.0,0.0,69818.0,4082569.0,707129.0,2012592.0,1362478.0,17.320687047787803,49.297194976986304,33.37305505430527,19240472.0,62.8,115.1693667942707,0.9070038483500298,0,0.0,,0.0,0.473003,2020-05-01,0,0,49.297194976986304,1426109.83,0.34931677333561295,0.473003,0
AR,2020,6,1254659.0,0.0,270489.0,1893985.0,1289240.0,265.0,8163.0,0.0,6043.0,1778.0,24090.0,4809797.0,0.0,61086.0,4808020.0,363828.0,3154687.0,1289240.0,7.567106626012371,65.61301741673287,26.814364332927067,29589156.0,71.6,115.1693667942707,0.9070038483500298,0,0.0,,0.0,0.473003,2020-06-01,1,1,65.61301741673287,2267143.755,0.47153376129882985,0.473003,0
AR,2020,7,2159406.0,0.0,376896.0,2361493.0,1357755.0,27.0,5584.0,0.0,3739.0,6309.0,24703.0,6361165.0,0.0,65252.0,6354855.0,472435.0,4524638.0,1357755.0,7.434237287868882,71.19970479263492,21.36563304748889,37481506.0,78.9,115.1693667942707,0.9070038483500298,0,0.0,,0.0,0.473003,2020-07-01,1,1,71.19970479263492,3486199.04,0.5485882903701186,0.473003,0
AR,2020,8,2383444.0,0.0,296086.0,2245339.0,1362357.0,134.0,7337.0,0.0,3596.0,2359.0,23714.0,6398711.0,0.0,74345.0,6396352.0,401482.0,4632379.0,1362357.0,6.276733988373373,72.42220253044235,21.298968537066127,35345822.0,79.6,115.1693667942707,0.9070038483500298,0,0.0,,0.0,0.473003,2020-08-01,1,1,72.42220253044235,3682999.0450000004,0.5757968049600773,0.473003,0
AR,2020,9,1576065.0,0.0,387272.0,1053403.0,1324716.0,459.0,6742.0,0.0,2154.0,4801.0,27801.0,4457497.0,0.0,74084.0,4452696.0,495899.0,2631622.0,1324716.0,11.137050452130575,59.10176666001901,29.75087452635437,16962092.0,74.8,115.1693667942707,0.9070038483500298,0,0.0,,0.0,0.473003,2020-09-01,0,1,59.10176666001901,2238904.8499999996,0.5028200555348938,0.473003,0
AR,2020,10,934946.0,0.0,378421.0,1366605.0,1381546.0,412.0,5955.0,0.0,3104.0,4178.0,33369.0,4181880.0,0.0,73344.0,4177702.0,491089.0,2304655.0,1381546.0,11.755003109364909,55.1656149720588,33.069520037570896,20490500.0,65.6,115.1693667942707,0.9070038483500298,0,0.0,,0.0,0.473003,2020-10-01,0,0,55.1656149720588,1667575.825,0.3991610280005611,0.473003,0
AR,2020,11,1160733.0,0.0,232960.0,846509.0,1263157.0,492.0,4755.0,0.0,4017.0,690.0,31715.0,3613037.0,0.0,68008.0,3612346.0,337438.0,2011259.0,1263157.0,9.341242505562867,55.677363131881606,34.967774404777394,13571504.0,56.7,115.1693667942707,0.9070038483500298,0,0.0,,0.0,0.473003,2020-11-01,0,0,55.677363131881606,1683656.9949999999,0.466084089121031,0.473003,0
AR,2020,12,1336277.0,0.0,254020.0,1431984.0,1304229.0,305.0,4436.0,0.0,6922.0,579.0,25387.0,4438047.0,0.0,73907.0,4437467.0,357750.0,2775183.0,1304229.0,8.06203178525046,62.53980029597967,29.391294628219207,21354000.0,48.3,115.1693667942707,0.9070038483500298,0,0.0,,0.0,0.473003,2020-12-01,1,0,62.53980029597967,2148873.5050000004,0.48425678545891165,0.473003,0
AR,2021,1,2302243.0,0.0,382785.0,940090.0,1369932.0,1021.0,5229.0,0.0,8174.0,934.0,24572.0,5116766.0,0.0,81785.0,5115831.0,494371.0,3250507.0,1369932.0,9.6635522166389,63.53820132056747,26.778288805865557,15736386.0,42.0,123.43249897252176,7.17476565883326,0,0.0,,0.0,0.5434655,2021-01-01,1,0,63.53820132056747,3003447.205,0.5870888238880448,0.5434655,0
AR,2021,2,1935561.0,0.0,199816.0,1014596.0,1207132.0,436.0,3864.0,0.0,9975.0,4891.0,19106.0,4433057.0,0.0,37682.0,4428168.0,260468.0,2960132.0,1207132.0,5.8820713215939415,66.84777993969516,27.26030268047644,17691096.0,38.0,123.43249897252176,7.17476565883326,0,0.0,,0.0,0.5434655,2021-02-01,1,1,66.84777993969516,2630415.0700000003,0.594018806422882,0.5434655,0
AR,2021,3,1335919.0,0.0,338342.0,1516329.0,1278617.0,604.0,5663.0,0.0,1282.0,13846.0,38589.0,4581592.0,0.0,52402.0,4567747.0,434996.0,2853530.0,1278617.0,9.523206955201328,62.471279604584055,27.992290291034074,22794676.0,45.0,123.43249897252176,7.17476565883326,0,0.0,,0.0,0.5434655,2021-03-01,0,0,62.471279604584055,2180844.71,0.4774442870850772,0.5434655,0
AR,2021,4,767062.0,0.0,304369.0,1847379.0,879267.0,705.0,4560.0,0.0,4330.0,6688.0,45199.0,3926930.0,0.0,67370.0,3920241.0,421498.0,2618771.0,879267.0,10.751838981327934,66.80127573789468,22.428901692523496,26637792.0,56.7,123.43249897252176,7.17476565883326,0,0.0,,0.0,0.5434655,2021-04-01,0,0,66.80127573789468,1700443.0250000001,0.4337598185927855,0.5434655,0
AR,2021,5,1275136.0,0.0,652255.0,1119966.0,1180383.0,1058.0,4327.0,0.0,8103.0,24671.0,48625.0,4376141.0,0.0,61617.0,4351470.0,766824.0,2403205.0,1180383.0,17.622182848554626,55.22742889184574,27.12607463684686,17600414.0,62.5,123.43249897252176,7.17476565883326,0,0.0,,0.0,0.5434655,2021-05-01,0,0,55.22742889184574,1939990.865,0.4458242536430218,0.5434655,0
AR,2021,6,2055800.0,0.0,482354.0,2028094.0,1321283.0,472.0,4483.0,0.0,3586.0,12147.0,48044.0,6023363.0,0.0,67100.0,6011216.0,601981.0,4087480.0,1321283.0,10.014296608207058,67.99755656758965,21.9802948355208,31626416.0,71.8,123.43249897252176,7.17476565883326,0,0.0,,0.0,0.5434655,2021-06-01,1,1,67.99755656758965,3218818.86,0.5354688402479632,0.5434655,0
AR,2021,7,2756920.0,0.0,472413.0,2002274.0,1360876.0,479.0,5213.0,0.0,2540.0,8735.0,52666.0,6727758.0,0.0,65640.0,6719021.0,595932.0,4761734.0,1360876.0,8.869327838088317,70.8694614885115,20.25408165862259,32231162.0,78.0,123.43249897252176,7.17476565883326,0,0.0,,0.0,0.5434655,2021-07-01,1,1,70.8694614885115,3987705.57,0.5934950300051153,0.5434655,0
AR,2021,8,2878431.0,0.0,316240.0,2084318.0,1336743.0,516.0,5385.0,0.0,5563.0,4582.0,49838.0,6755479.0,0.0,73863.0,6750897.0,445326.0,4968312.0,1336743.0,6.596545614604993,73.59484228540296,19.80096867127435,33764476.0,79.9,123.43249897252176,7.17476565883326,0,0.0,,0.0,0.5434655,2021-08-01,1,1,73.59484228540296,4163739.85,0.6167683864825667,0.5434655,0
AR,2021,9,2549828.0,0.0,218196.0,1719471.0,1054545.0,509.0,5634.0,0.0,2096.0,3412.0,43002.0,5671561.0,0.0,74869.0,5668150.0,341701.0,4271395.0,1054545.0,6.028439614336247,75.35783280258991,18.604747580780327,27797156.0,77.4,123.43249897252176,7.17476565883326,0,0.0,,0.0,0.5434655,2021-09-01,0,1,75.35783280258991,3627649.7650000006,0.6400059569700873,0.5434655,0
AR,2021,10,1907629.0,0.0,234861.0,1868729.0,632672.0,526.0,5238.0,0.0,2206.0,2121.0,37783.0,4761653.0,0.0,69886.0,4759530.0,347768.0,3778564.0,632672.0,7.306771887140116,79.38943551148958,13.292741089981575,28343112.0,69.9,123.43249897252176,7.17476565883326,0,0.0,,0.0,0.5434655,2021-10-01,0,1,79.38943551148958,2979627.4200000004,0.6260339613365186,0.5434655,0
AR,2021,11,814620.0,0.0,204215.0,2240066.0,602702.0,974.0,5824.0,0.0,5463.0,866.0,33705.0,3983283.0,0.0,74848.0,3982417.0,318592.0,3060149.0,602702.0,7.99996584988463,76.84150102814446,15.134075612875296,32054284.0,57.4,123.43249897252176,7.17476565883326,0,0.0,,0.0,0.5434655,2021-11-01,0,0,76.84150102814446,1933349.425,0.485471367011541,0.5434655,0
